alpha,beta,altitude,Mach,q,v_tas,alpha-res,CL,CD,CY,Cl,Cm,Cn,L,Y,D,l_b,m_b,n_b
-5,0,1000,0.06,226.4838709,20.18603829,-5,-0.11941,0.01471,0,0,0.68796,0,-4004.984464,0,493.3700818,0,118756.0109,0
-4,0,1000,0.06,226.4838709,20.18603829,-4,-0.00695,0.01577,0,0,0.23099,0,-233.1014323,0,528.9222427,0,39873.61323,0
-3,0,1000,0.06,226.4838709,20.18603829,-3,0.10549,0.01737,0,0,-0.22723,0,3538.110804,0,582.5858818,0,-39224.56008,0
-2,0,1000,0.06,226.4838709,20.18603829,-2,0.21785,0.0195,0,0,-0.68616,0,7306.639858,0,654.0256013,0,-118445.294,0
-1,0,1000,0.06,226.4838709,20.18603829,-1,0.33008,0.02217,0,0,-1.14523,0,11070.80874,0,743.576799,0,-197690.1947,0
0,0,1000,0.06,226.4838709,20.18603829,0,0.44211,0.02536,0,0,-1.60389,0,14828.26967,0,850.5686794,0,-276864.3211,0
1,0,1000,0.06,226.4838709,20.18603829,1,0.55389,0.02907,0,0,-2.06157,0,18577.34566,0,975.0012425,0,-355869.2793,0
2,0,1000,0.06,226.4838709,20.18603829,2,0.66533,0.03329,0,0,-2.51772,0,22315.01812,0,1116.539091,0,-434610.1281,0
3,0,1000,0.06,226.4838709,20.18603829,3,0.7764,0.03802,0,0,-2.97178,0,26040.28086,0,1275.182224,0,-512990.2001,0
4,0,1000,0.06,226.4838709,20.18603829,4,0.88702,0.04323,0,0,-3.4232,0,29750.45071,0,1449.924448,0,-590914.5539,0
5,0,1000,0.06,226.4838709,20.18603829,5,0.99714,0.04892,0,0,-3.87143,0,33443.85067,0,1640.765765,0,-668288.2482,0
6,0,1000,0.06,226.4838709,20.18603829,6,1.1067,0.05508,0,0,-4.31593,0,37118.46836,0,1847.370775,0,-745018.0681,0
7,0,1000,0.06,226.4838709,20.18603829,7,1.21564,0.06168,0,0,-4.75614,0,40772.29138,0,2068.733287,0,-821007.3459,0
8,0,1000,0.06,226.4838709,20.18603829,8,1.3239,0.06871,0,0,-5.19154,0,44403.30736,0,2304.517901,0,-896166.319,0
9,0,1000,0.06,226.4838709,20.18603829,9,1.43144,0.07615,0,0,-5.6216,0,48010.1747,0,2554.053822,0,-970403.4985,0
10,0,1000,0.06,226.4838709,20.18603829,10,1.53818,0.08398,0,0,-6.04579,0,51590.21022,0,2816.670256,0,-1043627.396,0
11,0,1000,0.06,226.4838709,20.18603829,11,1.64409,0.09217,0,0,-6.46359,0,55142.40773,0,3091.361009,0,-1115748.248,0
12,0,1000,0.06,226.4838709,20.18603829,12,1.74911,0.10072,0,0,-6.87449,0,58664.75484,0,3378.12608,0,-1186678.018,0
13,0,1000,0.06,226.4838709,20.18603829,13,1.85318,0.10958,0,0,-7.278,0,62155.23917,0,3675.288481,0,-1256332.123,0
-10,0,1500,0.06,213.0810791,20.06923556,-10,-0.67968,0.01742,0,0,2.93446,0,-21447.28074,0,549.6875448,0,476571.6629,0
-9,0,1500,0.06,213.0810791,20.06923556,-9,-0.5681,0.01582,0,0,2.4921,0,-17926.37739,0,499.1995958,0,404730.0836,0
-8,0,1500,0.06,213.0810791,20.06923556,-8,-0.45622,0.01474,0,0,2.04572,0,-14396.00756,0,465.1202302,0,332235.6352,0
-7,0,1500,0.06,213.0810791,20.06923556,-7,-0.3441,0.01419,0,0,1.59587,0,-10858.06453,0,447.7649977,0,259177.6407,0
-6,0,1500,0.06,213.0810791,20.06923556,-6,-0.23181,0.01418,0,0,1.1431,0,-7314.757161,0,447.449448,0,185645.423,0
-5,0,1500,0.06,213.0810791,20.06923556,-5,-0.11941,0.0147,0,0,0.68796,0,-3767.978744,0,463.8580315,0,111728.3048,0
-4,0,1500,0.06,213.0810791,20.06923556,-4,-0.00695,0.01576,0,0,0.23099,0,-219.3070285,0,497.3062977,0,37513.985,0
-3,0,1500,0.06,213.0810791,20.06923556,-3,0.10549,0.01736,0,0,-0.22723,0,3328.733588,0,547.7942467,0,-36903.34132,0
-2,0,1500,0.06,213.0810791,20.06923556,-2,0.21785,0.01949,0,0,-0.68616,0,6874.249806,0,615.0063288,0,-111435.9753,0
-1,0,1500,0.06,213.0810791,20.06923556,-1,0.33008,0.02216,0,0,-1.14523,0,10415.66388,0,699.2580937,0,-185991.3461,0
0,0,1500,0.06,213.0810791,20.06923556,0,0.44211,0.02535,0,0,-1.60389,0,13950.76696,0,799.918442,0,-260480.1307,0
1,0,1500,0.06,213.0810791,20.06923556,1,0.55389,0.02906,0,0,-2.06157,0,17477.9813,0,916.9873737,0,-334809.7582,0
2,0,1500,0.06,213.0810791,20.06923556,2,0.66533,0.03328,0,0,-2.51772,0,20994.46694,0,1050.149339,0,-408890.9057,0
3,0,1500,0.06,213.0810791,20.06923556,3,0.7764,0.03801,0,0,-2.97178,0,24499.27725,0,1199.404338,0,-482632.6262,0
4,0,1500,0.06,213.0810791,20.06923556,4,0.88702,0.04322,0,0,-3.4232,0,27989.88783,0,1363.805722,0,-555945.5969,0
5,0,1500,0.06,213.0810791,20.06923556,5,0.99714,0.04892,0,0,-3.87143,0,31464.72092,0,1543.669041,0,-628740.495,0
6,0,1500,0.06,213.0810791,20.06923556,6,1.1067,0.05507,0,0,-4.31593,0,34921.88323,0,1737.732095,0,-700929.6215,0
7,0,1500,0.06,213.0810791,20.06923556,7,1.21564,0.06167,0,0,-4.75614,0,38359.48145,0,1945.994884,0,-772422.0295,0
8,0,1500,0.06,213.0810791,20.06923556,8,1.3239,0.0687,0,0,-5.19154,0,41775.6223,0,2167.82631,0,-843133.2684,0
9,0,1500,0.06,213.0810791,20.06923556,9,1.43144,0.07614,0,0,-5.6216,0,45169.04357,0,2402.595273,0,-912977.2633,0
10,0,1500,0.06,213.0810791,20.06923556,10,1.53818,0.08397,0,0,-6.04579,0,48537.22087,0,2649.670674,0,-981867.9395,0
11,0,1500,0.06,213.0810791,20.06923556,11,1.64409,0.09216,0,0,-6.46359,0,51879.20755,0,2908.105862,0,-1049720.846,0
12,0,1500,0.06,213.0810791,20.06923556,12,1.74911,0.10071,0,0,-6.87449,0,55193.1103,0,3177.90084,0,-1116453.157,0
13,0,1500,0.06,213.0810791,20.06923556,13,1.85318,0.10957,0,0,-7.278,0,58477.03583,0,3457.477858,0,-1181985.293,0
-10,0,2000,0.06,200.3278846,19.95174904,-10,-0.67968,0.01741,0,0,2.93446,0,-20163.63159,0,516.4913283,0,448048.1958,0
-9,0,2000,0.06,200.3278846,19.95174904,-9,-0.5681,0.01581,0,0,2.4921,0,-16853.45914,0,469.0251522,0,380506.4334,0
-8,0,2000,0.06,200.3278846,19.95174904,-8,-0.45622,0.01473,0,0,2.04572,0,-13534.38678,0,436.9854834,0,312350.8772,0
-7,0,2000,0.06,200.3278846,19.95174904,-7,-0.3441,0.01418,0,0,1.59587,0,-10208.19449,0,420.6689854,0,243665.5038,0
-6,0,2000,0.06,200.3278846,19.95174904,-6,-0.23181,0.01417,0,0,1.1431,0,-6876.958921,0,420.3723218,0,174534.29,0
-5,0,2000,0.06,200.3278846,19.95174904,-5,-0.11941,0.01469,0,0,0.68796,0,-3542.460052,0,435.798829,0,105041.2126,0
-4,0,2000,0.06,200.3278846,19.95174904,-4,-0.00695,0.01575,0,0,0.23099,0,-206.1812023,0,467.2451706,0,35268.72158,0
-3,0,2000,0.06,200.3278846,19.95174904,-3,0.10549,0.01735,0,0,-0.22723,0,3129.504321,0,514.7113467,0,-34694.62576,0
-2,0,2000,0.06,200.3278846,19.95174904,-2,0.21785,0.01948,0,0,-0.68616,0,6462.816535,0,577.9006936,0,-104766.3795,0
-1,0,2000,0.06,200.3278846,19.95174904,-1,0.33008,0.02215,0,0,-1.14523,0,9792.272122,0,657.1098749,0,-174859.5092,0
0,0,2000,0.06,200.3278846,19.95174904,0,0.44211,0.02534,0,0,-1.60389,0,13115.79444,0,751.7455634,0,-244890.0379,0
1,0,2000,0.06,200.3278846,19.95174904,1,0.55389,0.02905,0,0,-2.06157,0,16431.90016,0,861.8077592,0,-314770.9353,0
2,0,2000,0.06,200.3278846,19.95174904,2,0.66533,0.03328,0,0,-2.51772,0,19737.91933,0,987.2964621,0,-384418.2246,0
3,0,2000,0.06,200.3278846,19.95174904,3,0.7764,0.038,0,0,-2.97178,0,23032.96194,0,1127.321682,0,-453746.4021,0
4,0,2000,0.06,200.3278846,19.95174904,4,0.88702,0.04322,0,0,-3.4232,0,26314.65468,0,1282.180081,0,-522671.4911,0
5,0,2000,0.06,200.3278846,19.95174904,5,0.99714,0.04891,0,0,-3.87143,0,29581.51425,0,1450.98167,0,-591109.5147,0
6,0,2000,0.06,200.3278846,19.95174904,6,1.1067,0.05506,0,0,-4.31593,0,32831.76066,0,1633.429784,0,-658978.023,0
7,0,2000,0.06,200.3278846,19.95174904,7,1.21564,0.06166,0,0,-4.75614,0,36063.61392,0,1829.22776,0,-726191.5125,0
8,0,2000,0.06,200.3278846,19.95174904,8,1.3239,0.06869,0,0,-5.19154,0,39275.29406,0,2037.782271,0,-792670.5868,0
9,0,2000,0.06,200.3278846,19.95174904,9,1.43144,0.07613,0,0,-5.6216,0,42465.61442,0,2258.49999,0,-858334.3229,0
10,0,2000,0.06,200.3278846,19.95174904,10,1.53818,0.08396,0,0,-6.04579,0,45632.20169,0,2490.787589,0,-923101.7977,0
11,0,2000,0.06,200.3278846,19.95174904,11,1.64409,0.09215,0,0,-6.46359,0,48774.16588,0,2733.755078,0,-986893.615,0
12,0,2000,0.06,200.3278846,19.95174904,12,1.74911,0.1007,0,0,-6.87449,0,51889.72701,0,2987.402456,0,-1049631.905,0
13,0,2000,0.06,200.3278846,19.95174904,13,1.85318,0.10957,0,0,-7.278,0,54977.1051,0,3250.54307,0,-1111241.853,0
-10,0,2500,0.06,188.1999216,19.83356659,-10,-0.67968,0.0174,0,0,2.93446,0,-18942.91398,0,484.943949,0,420923.1057,0
-9,0,2500,0.06,188.1999216,19.83356659,-9,-0.5681,0.0158,0,0,2.4921,0,-15833.14123,0,440.351402,0,357470.3597,0
-8,0,2500,0.06,188.1999216,19.83356659,-8,-0.45622,0.01472,0,0,2.04572,0,-12715.00738,0,410.2514327,0,293440.9792,0
-7,0,2500,0.06,188.1999216,19.83356659,-7,-0.3441,0.01417,0,0,1.59587,0,-9590.184647,0,394.9227447,0,228913.8569,0
-6,0,2500,0.06,188.1999216,19.83356659,-6,-0.23181,0.01416,0,0,1.1431,0,-6460.623955,0,394.6440413,0,163967.8858,0
-5,0,2500,0.06,188.1999216,19.83356659,-5,-0.11941,0.01468,0,0,0.68796,0,-3327.997526,0,409.136619,0,98681.95844,0
-4,0,2500,0.06,188.1999216,19.83356659,-4,-0.00695,0.01574,0,0,0.23099,0,-193.6988762,0,438.6791815,0,33133.53332,0
-3,0,2500,0.06,188.1999216,19.83356659,-3,0.10549,0.01734,0,0,-0.22723,0,2940.042367,0,483.2717285,0,-32594.19358,0
-2,0,2500,0.06,188.1999216,19.83356659,-2,0.21785,0.01947,0,0,-0.68616,0,6071.553982,0,542.6355567,0,-98423.76389,0
-1,0,2500,0.06,188.1999216,19.83356659,-1,0.33008,0.02214,0,0,-1.14523,0,9199.442453,0,617.0493696,0,-164273.416,0
0,0,2500,0.06,188.1999216,19.83356659,0,0.44211,0.02533,0,0,-1.60389,0,12321.75686,0,705.9557602,0,-230064.2571,0
1,0,2500,0.06,188.1999216,19.83356659,1,0.55389,0.02904,0,0,-2.06157,0,15437.10367,0,809.3547287,0,-295714.5256,0
2,0,2500,0.06,188.1999216,19.83356659,2,0.66533,0.03327,0,0,-2.51772,0,18542.97457,0,927.2462749,0,-361145.3288,0
3,0,2500,0.06,188.1999216,19.83356659,3,0.7764,0.03799,0,0,-2.97178,0,21638.53345,0,1058.794289,0,-426276.3394,0
4,0,2500,0.06,188.1999216,19.83356659,4,0.88702,0.04321,0,0,-3.4232,0,24721.55067,0,1204.277473,0,-491028.6647,0
5,0,2500,0.06,188.1999216,19.83356659,5,0.99714,0.0489,0,0,-3.87143,0,27790.63272,0,1362.859719,0,-555323.4118,0
6,0,2500,0.06,188.1999216,19.83356659,6,1.1067,0.05505,0,0,-4.31593,0,30844.10738,0,1534.262321,0,-619083.1224,0
7,0,2500,0.06,188.1999216,19.83356659,7,1.21564,0.06165,0,0,-4.75614,0,33880.30242,0,1718.206578,0,-682227.4694,0
8,0,2500,0.06,188.1999216,19.83356659,8,1.3239,0.06868,0,0,-5.19154,0,36897.54564,0,1914.135081,0,-744681.8631,0
9,0,2500,0.06,188.1999216,19.83356659,9,1.43144,0.07612,0,0,-5.6216,0,39894.7222,0,2121.490425,0,-806370.2796,0
10,0,2500,0.06,188.1999216,19.83356659,10,1.53818,0.08395,0,0,-6.04579,0,42869.6025,0,2339.715202,0,-867216.6951,0
11,0,2500,0.06,188.1999216,19.83356659,11,1.64409,0.09215,0,0,-6.46359,0,45821.35041,0,2568.252006,0,-927146.5198,0
12,0,2500,0.06,188.1999216,19.83356659,12,1.74911,0.10069,0,0,-6.87449,0,48748.29371,0,2806.264726,0,-986086.5988,0
13,0,2500,0.06,188.1999216,19.83356659,13,1.85318,0.10956,0,0,-7.278,0,51648.7602,0,3053.474658,0,-1043966.646,0
-10,0,3000,0.06,176.6734654,19.7146757,-10,-0.67968,0.01739,0,0,2.93446,0,-17782.73991,0,454.9815311,0,395143.3301,0
-9,0,3000,0.06,176.6734654,19.7146757,-9,-0.5681,0.01579,0,0,2.4921,0,-14863.42771,0,413.1200907,0,335576.7988,0
-8,0,3000,0.06,176.6734654,19.7146757,-8,-0.45622,0.01471,0,0,2.04572,0,-11936.26648,0,384.8636184,0,275468.9494,0
-7,0,3000,0.06,176.6734654,19.7146757,-7,-0.3441,0.01417,0,0,1.59587,0,-9002.826042,0,370.7353822,0,214893.8429,0
-6,0,3000,0.06,176.6734654,19.7146757,-6,-0.23181,0.01415,0,0,1.1431,0,-6064.937823,0,370.2121142,0,153925.5402,0
-5,0,3000,0.06,176.6734654,19.7146757,-5,-0.11941,0.01467,0,0,0.68796,0,-3124.171629,0,383.8170823,0,92638.10219,0
-4,0,3000,0.06,176.6734654,19.7146757,-4,-0.00695,0.01573,0,0,0.23099,0,-181.8356321,0,411.5502867,0,31104.24331,0
-3,0,3000,0.06,176.6734654,19.7146757,-3,0.10549,0.01733,0,0,-0.22723,0,2759.977097,0,453.4117271,0,-30597.93587,0
-2,0,3000,0.06,176.6734654,19.7146757,-2,0.21785,0.01947,0,0,-0.68616,0,5699.696754,0,509.4014038,0,-92395.72097,0
-1,0,3000,0.06,176.6734654,19.7146757,-1,0.33008,0.02213,0,0,-1.14523,0,8636.01517,0,578.9960485,0,-154212.3579,0
0,0,3000,0.06,176.6734654,19.7146757,0,0.44211,0.02532,0,0,-1.60389,0,11567.1009,0,662.4572955,0,-215973.7859,0
1,0,3000,0.06,176.6734654,19.7146757,1,0.55389,0.02904,0,0,-2.06157,0,14491.64579,0,759.7851446,0,-277603.2507,0
2,0,3000,0.06,176.6734654,19.7146757,2,0.66533,0.03326,0,0,-2.51772,0,17407.29512,0,870.1946938,0,-339026.6914,0
3,0,3000,0.06,176.6734654,19.7146757,3,0.7764,0.03798,0,0,-2.97178,0,20313.26399,0,993.6859432,0,-400168.7007,0
4,0,3000,0.06,176.6734654,19.7146757,4,0.88702,0.0432,0,0,-3.4232,0,23207.45933,0,1130.258893,0,-460955.2175,0
5,0,3000,0.06,176.6734654,19.7146757,5,0.99714,0.04889,0,0,-3.87143,0,26088.57297,0,1279.12864,0,-521312.1809,0
6,0,3000,0.06,176.6734654,19.7146757,6,1.1067,0.05504,0,0,-4.31593,0,28955.03511,0,1440.033552,0,-581166.8765,0
7,0,3000,0.06,176.6734654,19.7146757,7,1.21564,0.06164,0,0,-4.75614,0,31805.27594,0,1612.711994,0,-640443.897,0
8,0,3000,0.06,176.6734654,19.7146757,8,1.3239,0.06867,0,0,-5.19154,0,34637.72565,0,1796.640698,0,-699073.2209,0
9,0,3000,0.06,176.6734654,19.7146757,9,1.43144,0.07611,0,0,-5.6216,0,37451.33772,0,1991.296397,0,-756983.4805,0
10,0,3000,0.06,176.6734654,19.7146757,10,1.53818,0.08394,0,0,-6.04579,0,40244.01907,0,2196.155821,0,-814103.3081,0
11,0,3000,0.06,176.6734654,19.7146757,11,1.64409,0.09214,0,0,-6.46359,0,43014.98479,0,2410.695703,0,-870362.6823,0
12,0,3000,0.06,176.6734654,19.7146757,12,1.74911,0.10068,0,0,-6.87449,0,45762.66509,0,2634.131142,0,-925692.9286,0
13,0,3000,0.06,176.6734654,19.7146757,13,1.85318,0.10955,0,0,-7.278,0,48485.49016,0,2866.200502,0,-980028.0652,0
-10,0,3500,0.06,165.7254222,19.59506345,-10,-0.67968,0.01738,0,0,2.93446,0,-16680.78493,0,426.541964,0,370657.2181,0
-9,0,3500,0.06,165.7254222,19.59506345,-9,-0.5681,0.01578,0,0,2.4921,0,-13942.37571,0,387.2745796,0,314781.886,0
-8,0,3500,0.06,165.7254222,19.59506345,-8,-0.45622,0.01471,0,0,2.04572,0,-11196.60385,0,361.0145162,0,258398.7801,0
-7,0,3500,0.06,165.7254222,19.59506345,-7,-0.3441,0.01416,0,0,1.59587,0,-8444.941877,0,347.5163528,0,201577.3719,0
-6,0,3500,0.06,165.7254222,19.59506345,-6,-0.23181,0.01414,0,0,1.1431,0,-5689.107749,0,347.0255104,0,144387.1329,0
-5,0,3500,0.06,165.7254222,19.59506345,-5,-0.11941,0.01467,0,0,0.68796,0,-2930.573989,0,360.0328316,0,86897.53473,0
-4,0,3500,0.06,165.7254222,19.59506345,-4,-0.00695,0.01573,0,0,0.23099,0,-170.5677014,0,386.0474738,0,29176.78578,0
-3,0,3500,0.06,165.7254222,19.59506345,-3,0.10549,0.01732,0,0,-0.22723,0,2588.947744,0,425.0694371,0,-28701.85304,0
-2,0,3500,0.06,165.7254222,19.59506345,-2,0.21785,0.01946,0,0,-0.68616,0,5346.49982,0,477.5895639,0,-86670.17331,0
-1,0,3500,0.06,165.7254222,19.59506345,-1,0.33008,0.02212,0,0,-1.14523,0,8100.861421,0,542.8715906,0,-144656.1772,0
0,0,3500,0.06,165.7254222,19.59506345,0,0.44211,0.02532,0,0,-1.60389,0,10850.3146,0,621.4063596,0,-202590.3933,0
1,0,3500,0.06,165.7254222,19.59506345,1,0.55389,0.02903,0,0,-2.06157,0,13593.63225,0,712.4576074,0,-260400.8237,0
2,0,3500,0.06,165.7254222,19.59506345,2,0.66533,0.03325,0,0,-2.51772,0,16328.60558,0,816.025334,0,-318017.9969,0
3,0,3500,0.06,165.7254222,19.59506345,3,0.7764,0.03798,0,0,-2.97178,0,19054.49832,0,932.1095394,0,-375371.1782,0
4,0,3500,0.06,165.7254222,19.59506345,4,0.88702,0.04319,0,0,-3.4232,0,21769.34712,0,1059.97396,0,-432390.8961,0
5,0,3500,0.06,165.7254222,19.59506345,5,0.99714,0.04888,0,0,-3.87143,0,24471.92486,0,1199.618596,0,-489007.679,0
6,0,3500,0.06,165.7254222,19.59506345,6,1.1067,0.05504,0,0,-4.31593,0,27160.75901,0,1350.798027,0,-545153.3186,0
7,0,3500,0.06,165.7254222,19.59506345,7,1.21564,0.06164,0,0,-4.75614,0,29834.37705,0,1512.775988,0,-600757.0801,0
8,0,3500,0.06,165.7254222,19.59506345,8,1.3239,0.06866,0,0,-5.19154,0,32491.30646,0,1685.061637,0,-655753.2814,0
9,0,3500,0.06,165.7254222,19.59506345,9,1.43144,0.0761,0,0,-5.6216,0,35130.56554,0,1867.654975,0,-710074.9771,0
10,0,3500,0.06,165.7254222,19.59506345,10,1.53818,0.08393,0,0,-6.04579,0,37750.19092,0,2059.819738,0,-763655.2219,0
11,0,3500,0.06,165.7254222,19.59506345,11,1.64409,0.09213,0,0,-6.46359,0,40349.44636,0,2261.065083,0,-816428.3338,0
12,0,3500,0.06,165.7254222,19.59506345,12,1.74911,0.10067,0,0,-6.87449,0,42926.85931,0,2470.654748,0,-868329.8935,0
13,0,3500,0.06,165.7254222,19.59506345,13,1.85318,0.10954,0,0,-7.278,0,45480.95725,0,2688.343311,0,-919298.0083,0
-10,0,4000,0.06,155.3333199,19.47471658,-10,-0.67968,0.01737,0,0,2.93446,0,-15634.78716,0,399.564873,0,347414.5093,0
-9,0,4000,0.06,155.3333199,19.47471658,-9,-0.5681,0.01578,0,0,2.4921,0,-13068.09467,0,362.9898501,0,295042.9376,0
-8,0,4000,0.06,155.3333199,19.47471658,-8,-0.45622,0.0147,0,0,2.04572,0,-10494.50123,0,338.1464383,0,242195.4329,0
-7,0,4000,0.06,155.3333199,19.47471658,-7,-0.3441,0.01415,0,0,1.59587,0,-7915.387035,0,325.4947008,0,188937.1104,0
-6,0,4000,0.06,155.3333199,19.47471658,-6,-0.23181,0.01414,0,0,1.1431,0,-5332.362303,0,325.2646692,0,135333.0853,0
-5,0,4000,0.06,155.3333199,19.47471658,-5,-0.11941,0.01466,0,0,0.68796,0,-2746.807224,0,337.2263119,0,81448.47292,0
-4,0,4000,0.06,155.3333199,19.47471658,-4,-0.00695,0.01572,0,0,0.23099,0,-159.8719555,0,361.6096605,0,27347.20443,0
-3,0,4000,0.06,155.3333199,19.47471658,-3,0.10549,0.01732,0,0,-0.22723,0,2426.60325,0,398.4147151,0,-26902.05317,0
-2,0,4000,0.06,155.3333199,19.47471658,-2,0.21785,0.01945,0,0,-0.68616,0,5011.238203,0,447.4114439,0,-81235.36859,0
-1,0,4000,0.06,155.3333199,19.47471658,-1,0.33008,0.02212,0,0,-1.14523,0,7592.882745,0,508.8298786,0,-135585.2588,0
0,0,4000,0.06,155.3333199,19.47471658,0,0.44211,0.02531,0,0,-1.60389,0,10169.92666,0,582.209956,0,-189886.6086,0
1,0,4000,0.06,155.3333199,19.47471658,1,0.55389,0.02902,0,0,-2.06157,0,12741.21978,0,667.5516761,0,-244071.9349,0
2,0,4000,0.06,155.3333199,19.47471658,2,0.66533,0.03324,0,0,-2.51772,0,15304.69182,0,764.6250074,0,-298076.1225,0
3,0,4000,0.06,155.3333199,19.47471658,3,0.7764,0.03797,0,0,-2.97178,0,17859.6527,0,873.4299498,0,-351832.8723,0
4,0,4000,0.06,155.3333199,19.47471658,4,0.88702,0.04318,0,0,-3.4232,0,20404.26216,0,993.2764085,0,-405277.0691,0
5,0,4000,0.06,155.3333199,19.47471658,5,0.99714,0.04888,0,0,-3.87143,0,22937.37003,0,1124.394415,0,-458343.5977,0
6,0,4000,0.06,155.3333199,19.47471658,6,1.1067,0.05503,0,0,-4.31593,0,25457.59614,0,1265.863843,0,-510968.5268,0
7,0,4000,0.06,155.3333199,19.47471658,7,1.21564,0.06163,0,0,-4.75614,0,27963.56029,0,1417.684693,0,-563085.5573,0
8,0,4000,0.06,155.3333199,19.47471658,8,1.3239,0.06866,0,0,-5.19154,0,30453.88229,0,1579.396902,0,-614633.1256,0
9,0,4000,0.06,155.3333199,19.47471658,9,1.43144,0.0761,0,0,-5.6216,0,32927.64202,0,1750.540405,0,-665548.4844,0
10,0,4000,0.06,155.3333199,19.47471658,10,1.53818,0.08393,0,0,-6.04579,0,35382.99921,0,1930.655141,0,-715768.8864,0
11,0,4000,0.06,155.3333199,19.47471658,11,1.64409,0.09212,0,0,-6.46359,0,37819.26379,0,2119.051013,0,-765232.768,0
12,0,4000,0.06,155.3333199,19.47471658,12,1.74911,0.10067,0,0,-6.87449,0,40235.05556,0,2315.728023,0,-813879.7497,0
13,0,4000,0.06,155.3333199,19.47471658,13,1.85318,0.10953,0,0,-7.278,0,42628.99432,0,2519.536013,0,-861651.8197,0
-10,0,4500,0.06,145.4752988,19.35362136,-10,-0.67968,0.01737,0,0,2.93446,0,-14642.54633,0,374.2070234,0,325366.3127,0
-9,0,4500,0.06,145.4752988,19.35362136,-9,-0.5681,0.01577,0,0,2.4921,0,-12238.74554,0,339.7377524,0,276318.4327,0
-8,0,4500,0.06,145.4752988,19.35362136,-8,-0.45622,0.01469,0,0,2.04572,0,-9828.481763,0,316.4709945,0,226824.8241,0
-7,0,4500,0.06,145.4752988,19.35362136,-7,-0.3441,0.01414,0,0,1.59587,0,-7413.047597,0,304.6221826,0,176946.4697,0
-6,0,4500,0.06,145.4752988,19.35362136,-6,-0.23181,0.01413,0,0,1.1431,0,-4993.951071,0,304.4067496,0,126744.3523,0
-5,0,4500,0.06,145.4752988,19.35362136,-5,-0.11941,0.01465,0,0,0.68796,0,-2572.484782,0,315.6092627,0,76279.45465,0
-4,0,4500,0.06,145.4752988,19.35362136,-4,-0.00695,0.01571,0,0,0.23099,0,-149.725896,0,338.4451547,0,25611.65072,0
-3,0,4500,0.06,145.4752988,19.35362136,-3,0.10549,0.01731,0,0,-0.22723,0,2272.602124,0,372.9144258,0,-25194.75039,0
-2,0,4500,0.06,145.4752988,19.35362136,-2,0.21785,0.01944,0,0,-0.68616,0,4693.206681,0,418.8016428,0,-76079.87471,0
-1,0,4500,0.06,145.4752988,19.35362136,-1,0.33008,0.02211,0,0,-1.14523,0,7111.01061,0,476.3222388,0,-126980.5219,0
0,0,4500,0.06,145.4752988,19.35362136,0,0.44211,0.0253,0,0,-1.60389,0,9524.505879,0,545.0453479,0,-177835.7092,0
1,0,4500,0.06,145.4752988,19.35362136,1,0.55389,0.02901,0,0,-2.06157,0,11932.61533,0,624.97097,0,-228582.2364,0
2,0,4500,0.06,145.4752988,19.35362136,2,0.66533,0.03324,0,0,-2.51772,0,14333.40005,0,716.0991053,0,-279159.1205,0
3,0,4500,0.06,145.4752988,19.35362136,3,0.7764,0.03796,0,0,-2.97178,0,16726.21376,0,817.7834547,0,-329504.2702,0
4,0,4500,0.06,145.4752988,19.35362136,4,0.88702,0.04318,0,0,-3.4232,0,19109.33298,0,930.2394514,0,-379556.7027,0
5,0,4500,0.06,145.4752988,19.35362136,5,0.99714,0.04887,0,0,-3.87143,0,21481.68056,0,1052.820796,0,-429255.4351,0
6,0,4500,0.06,145.4752988,19.35362136,6,1.1067,0.05502,0,0,-4.31593,0,23841.96389,0,1185.312057,0,-478540.5935,0
7,0,4500,0.06,145.4752988,19.35362136,7,1.21564,0.06162,0,0,-4.75614,0,26188.89038,0,1327.4978,0,-527350.0864,0
8,0,4500,0.06,145.4752988,19.35362136,8,1.3239,0.06865,0,0,-5.19154,0,28521.16743,0,1478.947159,0,-575626.2574,0
9,0,4500,0.06,145.4752988,19.35362136,9,1.43144,0.07609,0,0,-5.6216,0,30837.93331,0,1639.22927,0,-623310.3411,0
10,0,4500,0.06,145.4752988,19.35362136,10,1.53818,0.08392,0,0,-6.04579,0,33137.46455,0,1807.913265,0,-670343.5725,0
11,0,4500,0.06,145.4752988,19.35362136,11,1.64409,0.09212,0,0,-6.46359,0,35419.11486,0,1984.568278,0,-716668.2951,0
12,0,4500,0.06,145.4752988,19.35362136,12,1.74911,0.10066,0,0,-6.87449,0,37681.59164,0,2168.548012,0,-762227.9613,0
13,0,4500,0.06,145.4752988,19.35362136,13,1.85318,0.10953,0,0,-7.278,0,39923.60228,0,2359.637034,0,-806968.2409,0
-10,0,5000,0.06,136.1301019,19.23176367,-10,-0.67968,0.01736,0,0,2.93446,0,-13701.92287,0,349.9667211,0,304465.0856,0
-9,0,5000,0.06,136.1301019,19.23176367,-9,-0.5681,0.01576,0,0,2.4921,0,-11452.53999,0,317.7117238,0,258567.9954,0
-8,0,5000,0.06,136.1301019,19.23176367,-8,-0.45622,0.01468,0,0,2.04572,0,-9197.109303,0,295.9396006,0,212253.8099,0
-7,0,5000,0.06,136.1301019,19.23176367,-7,-0.3441,0.01414,0,0,1.59587,0,-6936.840364,0,285.053539,0,165579.5943,0
