alpha,beta,altitude,Mach,q,v_tas,alpha-res,CL,CD,CY,Cl,Cm,Cn,L,Y,D,l_b,m_b,n_b
-6,0,0,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,0,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,0,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,0,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,0,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,0,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,0,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,0,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,500,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,500,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,500,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,500,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,500,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,500,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,500,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,500,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,500,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,1000,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,1000,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,1000,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,1000,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,1000,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,1000,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,1000,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,1000,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,1000,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,1500,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,1500,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,1500,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,1500,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,1500,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,1500,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,1500,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,1500,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,1500,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,2000,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,2000,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,2000,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,2000,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,2000,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,2000,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,2000,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,2000,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,2000,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,2500,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,2500,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,2500,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,2500,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,2500,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,2500,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,2500,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,2500,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,2500,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,3000,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,3000,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,3000,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,3000,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,3000,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,3000,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,3000,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,3000,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,3000,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,3500,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,3500,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,3500,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,3500,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,3500,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,3500,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,3500,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,3500,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,3500,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,4000,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,4000,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,4000,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,4000,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,4000,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,4000,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,4000,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,4000,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,4000,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,4500,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,4500,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,4500,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,4500,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,4500,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,4500,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,4500,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,4500,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,4500,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,5000,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,5000,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,5000,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,5000,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,5000,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,5000,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,5000,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,5000,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,5000,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,5500,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,5500,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,5500,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,5500,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,5500,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,5500,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,5500,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,5500,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,5500,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,6000,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,6000,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,6000,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,6000,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,6000,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,6000,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,6000,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,6000,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,6000,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,6500,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,6500,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,6500,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,6500,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,6500,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,6500,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,6500,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,6500,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,6500,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,7000,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,7000,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,7000,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,7000,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,7000,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,7000,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,7000,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,7000,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,7000,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,7500,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,7500,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,7500,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,7500,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,7500,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,7500,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,7500,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,7500,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,7500,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,8000,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,8000,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,8000,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,8000,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,8000,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,8000,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,8000,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,8000,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,8000,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,8500,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,8500,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,8500,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,8500,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,8500,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,8500,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,8500,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,8500,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,8500,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,9000,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,9000,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,9000,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,9000,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,9000,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,9000,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,9000,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,9000,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,9000,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,9500,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,9500,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,9500,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,9500,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,9500,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,9500,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,9500,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,9500,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,9500,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,10000,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,10000,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,10000,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,10000,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,10000,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,10000,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,10000,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,10000,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,10000,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,10500,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,10500,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,10500,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,10500,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,10500,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,10500,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,10500,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,10500,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,10500,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,11000,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,11000,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,11000,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,11000,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,11000,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,11000,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,11000,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,11000,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,11000,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,11500,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,11500,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,11500,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,11500,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,11500,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,11500,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,11500,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,11500,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,11500,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,12000,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,12000,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,12000,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,12000,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,12000,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,12000,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,12000,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,12000,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,12000,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,12500,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,12500,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,12500,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,12500,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,12500,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,12500,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,12500,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,12500,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,12500,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,13000,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,13000,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,13000,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,13000,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,13000,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,13000,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,13000,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,13000,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,13000,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,13500,0,0,0,-6,-0.24529,0.01432,0,0,1.32929,0,0,0,0,0,0,0
-4,0,13500,0,0,0,-4,-0.01346,0.01588,0,0,0.30005,0,0,0,0,0,0,0
-2,0,13500,0,0,0,-2,0.21835,0.01942,0,0,-0.73513,0,0,0,0,0,0,0
0,0,13500,0,0,0,0,0.44963,0.02494,0,0,-1.7712,0,0,0,0,0,0,0
2,0,13500,0,0,0,2,0.67991,0.03238,0,0,-2.80311,0,0,0,0,0,0,0
4,0,13500,0,0,0,4,0.9087,0.04167,0,0,-3.82584,0,0,0,0,0,0,0
6,0,13500,0,0,0,6,1.13552,0.05274,0,0,-4.83441,0,0,0,0,0,0,0
8,0,13500,0,0,0,8,1.35992,0.06546,0,0,-5.82389,0,0,0,0,0,0,0
10,0,13500,0,0,0,10,1.58146,0.0797,0,0,-6.78948,0,0,0,0,0,0,0
-6,0,0,0.04,113.4839861,13.61175952,-6,-0.2454,0.01441,0,0,1.32971,0,-3739.86641,0,219.6066624,0,95821.88624,0
-4,0,0,0.04,113.4839861,13.61175952,-4,-0.01345,0.01596,0,0,0.29998,0,-204.9763782,0,243.2284755,0,21617.2319,0
-2,0,0,0.04,113.4839861,13.61175952,-2,0.21847,0.01951,0,0,-0.73568,0,3329.456457,0,297.3300475,0,-53014.75154,0
0,0,0,0.04,113.4839861,13.61175952,0,0.44988,0.02503,0,0,-1.77224,0,6856.116953,0,381.4541819,0,-127711.591,0
2,0,0,0.04,113.4839861,13.61175952,2,0.68027,0.03248,0,0,-2.80464,0,10367.23277,0,494.9912836,0,-202108.6515,0
4,0,0,0.04,113.4839861,13.61175952,4,0.90917,0.04179,0,0,-3.82786,0,13855.64117,0,636.874561,0,-275844.1807,0
6,0,0,0.04,113.4839861,13.61175952,6,1.13611,0.05287,0,0,-4.83691,0,17314.17941,0,805.7324249,0,-348558.5878,0
8,0,0,0.04,113.4839861,13.61175952,8,1.36062,0.0656,0,0,-5.82686,0,20735.68474,0,999.73609,0,-419896.6061,0
10,0,0,0.04,113.4839861,13.61175952,10,1.58226,0.07986,0,0,-6.79291,0,24113.45161,0,1217.05677,0,-489512.3367,0
-6,0,500,0.04,106.9161225,13.53477936,-6,-0.2454,0.0144,0,0,1.32971,0,-3523.42237,0,206.7533909,0,90276.21324,0
-4,0,500,0.04,106.9161225,13.53477936,-4,-0.01345,0.01596,0,0,0.29998,0,-193.1134102,0,229.1516749,0,20366.13882,0
-2,0,500,0.04,106.9161225,13.53477936,-2,0.21847,0.0195,0,0,-0.73568,0,3136.764813,0,279.9785502,0,-49946.53312,0
0,0,500,0.04,106.9161225,13.53477936,0,0.44988,0.02502,0,0,-1.77224,0,6459.32052,0,359.2340167,0,-120320.3076,0
2,0,500,0.04,106.9161225,13.53477936,2,0.68027,0.03247,0,0,-2.80464,0,9767.231196,0,466.2001807,0,-190411.6527,0
4,0,500,0.04,106.9161225,13.53477936,4,0.90917,0.04178,0,0,-3.82786,0,13053.74864,0,599.8719911,0,-259879.7524,0
6,0,500,0.04,106.9161225,13.53477936,6,1.13611,0.05286,0,0,-4.83691,0,16312.12465,0,758.957239,0,-328385.8274,0
8,0,500,0.04,106.9161225,13.53477936,8,1.36062,0.0656,0,0,-5.82686,0,19535.61102,0,941.8765585,0,-395595.1718,0
10,0,500,0.04,106.9161225,13.53477936,10,1.58226,0.07986,0,0,-6.79291,0,22717.8903,0,1146.619847,0,-461181.9056,0
-6,0,1000,0.04,100.6594982,13.45735886,-6,-0.2454,0.0144,0,0,1.32971,0,-3317.235224,0,194.6543897,0,84993.33973,0
-4,0,1000,0.04,100.6594982,13.45735886,-4,-0.01345,0.01595,0,0,0.29998,0,-181.812607,0,215.6067719,0,19174.33279,0
