alpha,beta,altitude,Mach,q,v_tas,alpha-res,CL,CD,CY,Cl,Cm,Cn,L,Y,D,l_b,m_b,n_b
2,0,0,0.56,22242.86128,190.5646333,2,0.76579,0.05301,0,0,-3.17415,0,2287427.263,0,158341.7376,0,-44832328.77,0
4,0,0,0.56,22242.86128,190.5646333,4,1.02184,0.06532,0,0,-4.3113,0,3052252.804,0,195111.909,0,-60893662.56,0
6,0,0,0.56,22242.86128,190.5646333,6,1.27557,0.08017,0,0,-5.43301,0,3810148.466,0,239469.1021,0,-76736918.71,0
8,0,0,0.56,22242.86128,190.5646333,8,1.52642,0.09742,0,0,-6.53383,0,4559441.522,0,290995.1344,0,-92285120.32,0
10,0,0,0.56,22242.86128,190.5646333,10,1.77383,0.1169,0,0,-7.60838,0,5298459.241,0,349182.2132,0,-107462279.2,0
-6,0,500,0.56,20955.56001,189.4869111,-6,-0.26967,0.03004,0,0,1.41741,0,-758890.0442,0,84536.86701,0,18861141.04,0
-4,0,500,0.56,20955.56001,189.4869111,-4,-0.01033,0.03139,0,0,0.27428,0,-29070.10107,0,88335.96057,0,3649779.361,0
-2,0,500,0.56,20955.56001,189.4869111,-2,0.2491,0.03553,0,0,-0.87576,0,701003.1149,0,99986.51415,0,-11653532.06,0
0,0,500,0.56,20955.56001,189.4869111,0,0.50801,0.04245,0,0,-2.02711,0,1429612.976,0,119460.3863,0,-26974275.34,0
2,0,500,0.56,20955.56001,189.4869111,2,0.76579,0.05211,0,0,-3.17415,0,2155042.856,0,146645.0113,0,-42237666.47,0
4,0,500,0.56,20955.56001,189.4869111,4,1.02184,0.06442,0,0,-4.3113,0,2875604.267,0,181287.1163,0,-57369453.7,0
6,0,500,0.56,20955.56001,189.4869111,6,1.27557,0.07927,0,0,-5.43301,0,3589636.866,0,223077.1454,0,-72295784.48,0
8,0,500,0.56,20955.56001,189.4869111,8,1.52642,0.09652,0,0,-6.53383,0,4295564.732,0,271621.1186,0,-86944136.96,0
10,0,500,0.56,20955.56001,189.4869111,10,1.77383,0.116,0,0,-7.60838,0,4991811.945,0,326440.6316,0,-101242920.7,0
-6,0,1000,0.56,19729.26165,188.403024,-6,-0.26967,0.02918,0,0,1.41741,0,-714480.5595,0,77311.31652,0,17757405.97,0
-4,0,1000,0.56,19729.26165,188.403024,-4,-0.01033,0.03053,0,0,0.27428,0,-27368.9479,0,80888.09093,0,3436197.931,0
-2,0,1000,0.56,19729.26165,188.403024,-2,0.2491,0.03467,0,0,-0.87576,0,659981.1153,0,91856.86579,0,-10971579.04,0
0,0,1000,0.56,19729.26165,188.403024,0,0.50801,0.04159,0,0,-2.02711,0,1345953.458,0,110191.1465,0,-25395767.79,0
2,0,1000,0.56,19729.26165,188.403024,2,0.76579,0.05125,0,0,-3.17415,0,2028931.908,0,135784.9545,0,-39765960.57,0
4,0,1000,0.56,19729.26165,188.403024,4,1.02184,0.06356,0,0,-4.3113,0,2707326.788,0,168399.8382,0,-54012250.77,0
6,0,1000,0.56,19729.26165,188.403024,6,1.27557,0.07842,0,0,-5.43301,0,3379574.915,0,207770.8513,0,-68065107.64,0
8,0,1000,0.56,19729.26165,188.403024,8,1.52642,0.09567,0,0,-6.53383,0,4044192.589,0,253474.0799,0,-81856253.21,0
10,0,1000,0.56,19729.26165,188.403024,10,1.77383,0.11514,0,0,-7.60838,0,4699696.113,0,305059.1153,0,-95318286.49,0
-6,0,1500,0.56,18561.72956,187.3128652,-6,-0.26967,0.02837,0,0,1.41741,0,-672199.252,0,70717.14607,0,16706563.75,0
-4,0,1500,0.56,18561.72956,187.3128652,-4,-0.01033,0.02972,0,0,0.27428,0,-25749.31684,0,74082.25524,0,3232851.683,0
-2,0,1500,0.56,18561.72956,187.3128652,-2,0.2491,0.03386,0,0,-0.87576,0,620924.9589,0,84401.92336,0,-10322306.37,0
0,0,1500,0.56,18561.72956,187.3128652,0,0.50801,0.04078,0,0,-2.02711,0,1266303.045,0,101651.2237,0,-23892904.97,0
2,0,1500,0.56,18561.72956,187.3128652,2,0.76579,0.05044,0,0,-3.17415,0,1908864.409,0,125730.4493,0,-37412702.97,0
4,0,1500,0.56,18561.72956,187.3128652,4,1.02184,0.06275,0,0,-4.3113,0,2547113.449,0,156415.2596,0,-50815930.66,0
6,0,1500,0.56,18561.72956,187.3128652,6,1.27557,0.0776,0,0,-5.43301,0,3179579.486,0,193431.4605,0,-64037171.95,0
8,0,1500,0.56,18561.72956,187.3128652,8,1.52642,0.09485,0,0,-6.53383,0,3804866.623,0,236430.0777,0,-77012189.42,0
10,0,1500,0.56,18561.72956,187.3128652,10,1.77383,0.11433,0,0,-7.60838,0,4421578.964,0,284987.3567,0,-89677570.69,0
-6,0,2000,0.56,17450.78461,186.2163244,-6,-0.26967,0.02759,0,0,1.41741,0,-631967.2056,0,64656.7108,0,15706653.01,0
-4,0,2000,0.56,17450.78461,186.2163244,-4,-0.01033,0.02894,0,0,0.27428,0,-24208.18494,0,67820.41358,0,3039361.08,0
-2,0,2000,0.56,17450.78461,186.2163244,-2,0.2491,0.03308,0,0,-0.87576,0,583761.7492,0,77522.43542,0,-9704502.184,0
0,0,2000,0.56,17450.78461,186.2163244,0,0.50801,0.04,0,0,-2.02711,0,1190513.072,0,93739.3415,0,-22462881.87,0
2,0,2000,0.56,17450.78461,186.2163244,2,0.76579,0.04966,0,0,-3.17415,0,1794616.258,0,116377.3925,0,-35173501.42,0
4,0,2000,0.56,17450.78461,186.2163244,4,1.02184,0.06197,0,0,-4.3113,0,2394665.218,0,145225.6748,0,-47774527.57,0
6,0,2000,0.56,17450.78461,186.2163244,6,1.27557,0.07683,0,0,-5.43301,0,2989277.296,0,180049.8402,0,-60204459.45,0
8,0,2000,0.56,17450.78461,186.2163244,8,1.52642,0.09408,0,0,-6.53383,0,3577140.141,0,220474.9312,0,-72402904.34,0
10,0,2000,0.56,17450.78461,186.2163244,10,1.77383,0.11355,0,0,-7.60838,0,4156941.404,0,266102.5557,0,-84310245.19,0
-6,0,2500,0.56,16394.30428,185.1132882,-6,-0.26967,0.02686,0,0,1.41741,0,-593707.5551,0,59135.18348,0,14755763.39,0
-4,0,2500,0.56,16394.30428,185.1132882,-4,-0.01033,0.0282,0,0,0.27428,0,-22742.60779,0,62085.33783,0,2855356.448,0
-2,0,2500,0.56,16394.30428,185.1132882,-2,0.2491,0.03234,0,0,-0.87576,0,548420.4842,0,71199.99381,0,-9116986.157,0
0,0,2500,0.56,16394.30428,185.1132882,0,0.50801,0.03927,0,0,-2.02711,0,1118438.74,0,86457.13534,0,-21102966.35,0
2,0,2500,0.56,16394.30428,185.1132882,2,0.76579,0.04892,0,0,-3.17415,0,1685969.179,0,107702.6499,0,-33044077.84,0
4,0,2500,0.56,16394.30428,185.1132882,4,1.02184,0.06123,0,0,-4.3113,0,2249690.837,0,134804.441,0,-44882230.77,0
6,0,2500,0.56,16394.30428,185.1132882,6,1.27557,0.07609,0,0,-5.43301,0,2808304.765,0,167520.3318,0,-56559647.57,0
8,0,2500,0.56,16394.30428,185.1132882,8,1.52642,0.09334,0,0,-6.53383,0,3360578.063,0,205498.065,0,-68019591.74,0
10,0,2500,0.56,16394.30428,185.1132882,10,1.77383,0.11281,0,0,-7.60838,0,3905277.83,0,248363.3674,0,-79206055.46,0
-6,0,3000,0.56,15390.22187,184.0036398,-6,-0.26967,0.02616,0,0,1.41741,0,-557345.4563,0,54066.66347,0,13852034.74,0
-4,0,3000,0.56,15390.22187,184.0036398,-4,-0.01033,0.0275,0,0,0.27428,0,-21349.71841,0,56836.13323,0,2680477.836,0
-2,0,3000,0.56,15390.22187,184.0036398,-2,0.2491,0.03164,0,0,-0.87576,0,514832.0286,0,65392.55474,0,-8558608.976,0
0,0,3000,0.56,15390.22187,184.0036398,0,0.50801,0.03857,0,0,-2.02711,0,1049939.056,0,79715.26032,0,-19810498.13,0
2,0,3000,0.56,15390.22187,184.0036398,2,0.76579,0.04822,0,0,-3.17415,0,1582710.635,0,99659.57616,0,-31020266.6,0
4,0,3000,0.56,15390.22187,184.0036398,4,1.02184,0.06053,0,0,-4.3113,0,2111906.705,0,125101.4962,0,-42133382.29,0
6,0,3000,0.56,15390.22187,184.0036398,6,1.27557,0.07539,0,0,-5.43301,0,2636307.871,0,155813.6758,0,-53095606.27,0
8,0,3000,0.56,15390.22187,184.0036398,8,1.52642,0.09264,0,0,-6.53383,0,3154756.745,0,191465.4321,0,-63853676.9,0
10,0,3000,0.56,15390.22187,184.0036398,10,1.77383,0.11211,0,0,-7.60838,0,3666095.935,0,231705.4144,0,-74355016.62,0
-6,0,3500,0.56,14436.52566,182.8872589,-6,-0.26967,0.02549,0,0,1.41741,0,-522808.0563,0,49417.35215,0,12993656.41,0
-4,0,3500,0.56,14436.52566,182.8872589,-4,-0.01033,0.02684,0,0,0.27428,0,-20026.72608,0,52034.59128,0,2514374.867,0
-2,0,3500,0.56,14436.52566,182.8872589,-2,0.2491,0.03098,0,0,-0.87576,0,482929.0867,0,60060.79128,0,-8028251.908,0
0,0,3500,0.56,14436.52566,182.8872589,0,0.50801,0.0379,0,0,-2.02711,0,984876.7778,0,73476.56519,0,-18582887.69,0
2,0,3500,0.56,14436.52566,182.8872589,2,0.76579,0.04756,0,0,-3.17415,0,1484633.743,0,92204.36518,0,-29098012.92,0
4,0,3500,0.56,14436.52566,182.8872589,4,1.02184,0.05987,0,0,-4.3113,0,1981036.764,0,116069.7086,0,-39522474.71,0
6,0,3500,0.56,14436.52566,182.8872589,6,1.27557,0.07472,0,0,-5.43301,0,2472942.012,0,144859.3391,0,-49805395.2,0
8,0,3500,0.56,14436.52566,182.8872589,8,1.52642,0.09197,0,0,-6.53383,0,2959263.816,0,178301.8391,0,-59896813.24,0
10,0,3500,0.56,14436.52566,182.8872589,10,1.77383,0.11145,0,0,-7.60838,0,3438916.507,0,216067.6303,0,-69747409.4,0
-6,0,4000,0.56,13531.25809,181.7640214,-6,-0.26967,0.02486,0,0,1.41741,0,-490024.4633,0,45173.7611,0,12178866.47,0
-4,0,4000,0.56,13531.25809,181.7640214,-4,-0.01033,0.0262,0,0,0.27428,0,-18770.91521,0,47608.71041,0,2356706.596,0
-2,0,4000,0.56,13531.25809,181.7640214,-2,0.2491,0.03035,0,0,-0.87576,0,452646.1742,0,55149.78477,0,-7524826.339,0
0,0,4000,0.56,13531.25809,181.7640214,0,0.50801,0.03727,0,0,-2.02711,0,923118.3579,0,67724.29913,0,-17417615.24,0
2,0,4000,0.56,13531.25809,181.7640214,2,0.76579,0.04692,0,0,-3.17415,0,1391537.189,0,85259.56842,0,-27273371.16,0
4,0,4000,0.56,13531.25809,181.7640214,4,1.02184,0.05924,0,0,-4.3113,0,1856812.391,0,107646.5651,0,-37044148.85,0
6,0,4000,0.56,13531.25809,181.7640214,6,1.27557,0.07409,0,0,-5.43301,0,2317871.86,0,134630.8914,0,-46682260.83,0
8,0,4000,0.56,13531.25809,181.7640214,8,1.52642,0.09134,0,0,-6.53383,0,2773698.006,0,165976.321,0,-56140878.87,0
10,0,4000,0.56,13531.25809,181.7640214,10,1.77383,0.11081,0,0,-7.60838,0,3223273.236,0,201355.771,0,-65373776.17,0
-6,0,4500,0.56,12672.51491,180.6337994,-6,-0.26967,0.02426,0,0,1.41741,0,-458925.7169,0,41285.78593,0,11405951.02,0
-4,0,4500,0.56,12672.51491,180.6337994,-4,-0.01033,0.02561,0,0,0.27428,0,-17579.64422,0,43583.22249,0,2207141.368,0
-2,0,4500,0.56,12672.51491,180.6337994,-2,0.2491,0.02975,0,0,-0.87576,0,423919.5909,0,50628.69462,0,-7047273.312,0
0,0,4500,0.56,12672.51491,180.6337994,0,0.50801,0.03667,0,0,-2.02711,0,864533.8875,0,62405.18426,0,-16312229.61,0
2,0,4500,0.56,12672.51491,180.6337994,2,0.76579,0.04632,0,0,-3.17415,0,1303225.145,0,78827.60117,0,-25542503.18,0
4,0,4500,0.56,12672.51491,180.6337994,4,1.02184,0.05864,0,0,-4.3113,0,1738972.279,0,99793.83706,0,-34693191.55,0
6,0,4500,0.56,12672.51491,180.6337994,6,1.27557,0.07349,0,0,-5.43301,0,2170771.227,0,125065.6392,0,-43719633.66,0
8,0,4500,0.56,12672.51491,180.6337994,8,1.52642,0.09074,0,0,-6.53383,0,2597668.976,0,154421.7731,0,-52577973.17,0
10,0,4500,0.56,12672.51491,180.6337994,10,1.77383,0.11022,0,0,-7.60838,0,3018712.517,0,187572.9318,0,-61224917.01,0
-6,0,5000,0.56,11858.44443,179.4964609,-6,-0.26967,0.02369,0,0,1.41741,0,-429444.7588,0,37725.91069,0,10673243.41,0
-4,0,5000,0.56,11858.44443,179.4964609,-4,-0.01033,0.02504,0,0,0.27428,0,-16450.34434,0,39875.76208,0,2065356.674,0
-2,0,5000,0.56,11858.44443,179.4964609,-2,0.2491,0.02918,0,0,-0.87576,0,396687.3936,0,46468.63968,0,-6594563.077,0
0,0,5000,0.56,11858.44443,179.4964609,0,0.50801,0.0361,0,0,-2.02711,0,808997.0406,0,57488.61866,0,-15264347.26,0
2,0,5000,0.56,11858.44443,179.4964609,2,0.76579,0.04576,0,0,-3.17415,0,1219507.182,0,72871.99972,0,-23901676.7,0
4,0,5000,0.56,11858.44443,179.4964609,4,1.02184,0.05807,0,0,-4.3113,0,1627262.329,0,92475.45943,0,-32464533.43,0
6,0,5000,0.56,11858.44443,179.4964609,6,1.27557,0.07292,0,0,-5.43301,0,2031322.917,0,116123.8247,0,-40911125.36,0
8,0,5000,0.56,11858.44443,179.4964609,8,1.52642,0.09017,0,0,-6.53383,0,2430797.155,0,143594.148,0,-49200413.44,0
10,0,5000,0.56,11858.44443,179.4964609,10,1.77383,0.10965,0,0,-7.60838,0,2824793.253,0,174615.7074,0,-57291885.7,0
-6,0,5500,0.56,11087.24662,178.3518698,-6,-0.26967,0.02315,0,0,1.41741,0,-401516.4028,0,34468.44189,0,9979123.539,0
-4,0,5500,0.56,11087.24662,178.3518698,-4,-0.01033,0.0245,0,0,0.27428,0,-15380.51856,0,36478.48062,0,1931039.011,0
-2,0,5500,0.56,11087.24662,178.3518698,-2,0.2491,0.02864,0,0,-0.87576,0,370889.3683,0,42642.59939,0,-6165694.634,0
0,0,5500,0.56,11087.24662,178.3518698,0,0.50801,0.03556,0,0,-2.02711,0,756385.018,0,52945.90902,0,-14271651.19,0
2,0,5500,0.56,11087.24662,178.3518698,2,0.76579,0.04522,0,0,-3.17415,0,1140198.191,0,67328.8528,0,-22347263.66,0
4,0,5500,0.56,11087.24662,178.3518698,4,1.02184,0.05753,0,0,-4.3113,0,1521435.536,0,85657.42817,0,-30353246.64,0
6,0,5500,0.56,11087.24662,178.3518698,6,1.27557,0.07238,0,0,-5.43301,0,1899218.593,0,107767.8542,0,-38250525.95,0
8,0,5500,0.56,11087.24662,178.3518698,8,1.52642,0.08963,0,0,-6.53383,0,2272713.567,0,133451.6824,0,-46000731.44,0
10,0,5500,0.56,11087.24662,178.3518698,10,1.77383,0.10911,0,0,-7.60838,0,2641086.665,0,162455.7968,0,-53565985.81,0
-6,0,6000,0.56,10357.17236,177.1998856,-6,-0.26967,0.02264,0,0,1.41741,0,-375077.3056,0,31489.41372,0,9322017.09,0
-4,0,6000,0.56,10357.17236,177.1998856,-4,-0.01033,0.02399,0,0,0.27428,0,-14367.74045,0,33367.09519,0,1803883.737,0
-2,0,6000,0.56,10357.17236,177.1998856,-2,0.2491,0.02813,0,0,-0.87576,0,346467.0035,0,39125.31837,0,-5759695.28,0
0,0,6000,0.56,10357.17236,177.1998856,0,0.50801,0.03505,0,0,-2.02711,0,706578.4923,0,48750.17451,0,-13331889.9,0
2,0,6000,0.56,10357.17236,177.1998856,2,0.76579,0.04471,0,0,-3.17415,0,1065118.292,0,62186.0286,0,-20875738.53,0
4,0,6000,0.56,10357.17236,177.1998856,4,1.02184,0.05702,0,0,-4.3113,0,1421251.878,0,79307.70187,0,-28354542.64,0
6,0,6000,0.56,10357.17236,177.1998856,6,1.27557,0.07187,0,0,-5.43301,0,1774158.633,0,99962.19807,0,-35731801.01,0
8,0,6000,0.56,10357.17236,177.1998856,8,1.52642,0.08912,0,0,-6.53383,0,2123059.668,0,123954.7947,0,-42971670.11,0
10,0,6000,0.56,10357.17236,177.1998856,10,1.77383,0.1086,0,0,-7.60838,0,2467176.093,0,151049.0429,0,-50038766.76,0
-6,0,6500,0.56,9666.52259,176.0403632,-6,-0.26967,0.02216,0,0,1.41741,0,-350065.9372,0,28766.49671,0,8700394.827,0
-4,0,6500,0.56,9666.52259,176.0403632,-4,-0.01033,0.02351,0,0,0.27428,0,-13409.65302,0,30518.96831,0,1683594.932,0
-2,0,6500,0.56,9666.52259,176.0403632,-2,0.2491,0.02765,0,0,-0.87576,0,323363.4626,0,35893.21453,0,-5375620.162,0
0,0,6500,0.56,9666.52259,176.0403632,0,0.50801,0.03457,0,0,-2.02711,0,659461.5521,0,44876.25412,0,-12442876.34,0
2,0,6500,0.56,9666.52259,176.0403632,2,0.76579,0.04423,0,0,-3.17415,0,994092.7579,0,57416.16198,0,-19483676.73,0
4,0,6500,0.56,9666.52259,176.0403632,4,1.02184,0.05654,0,0,-4.3113,0,1326478.204,0,73396.10668,0,-26463769.99,0
6,0,6500,0.56,9666.52259,176.0403632,6,1.27557,0.07139,0,0,-5.43301,0,1655851.995,0,92673.29423,0,-33349088.9,0
8,0,6500,0.56,9666.52259,176.0403632,8,1.52642,0.08864,0,0,-6.53383,0,1981487.18,0,115065.9868,0,-40106180.1,0
10,0,6500,0.56,9666.52259,176.0403632,10,1.77383,0.10812,0,0,-7.60838,0,2302656.808,0,140353.5029,0,-46702019.88,0
-6,0,7000,0.56,9013.647534,174.8731525,-6,-0.26967,0.0217,0,0,1.41741,0,-326422.5519,0,26266.80526,0,8112771.852,0
-4,0,7000,0.56,9013.647534,174.8731525,-4,-0.01033,0.02305,0,0,0.27428,0,-12503.96767,0,27900.91527,0,1569885.258,0
-2,0,7000,0.56,9013.647534,174.8731525,-2,0.2491,0.02719,0,0,-0.87576,0,301523.5572,0,32912.18595,0,-5012551.821,0
0,0,7000,0.56,9013.647534,174.8731525,0,0.50801,0.03411,0,0,-2.02711,0,614921.6471,0,41288.51279,0,-11602486.89,0
2,0,7000,0.56,9013.647534,174.8731525,2,0.76579,0.04377,0,0,-3.17415,0,926951.9264,0,52981.47771,0,-18167753,0
4,0,7000,0.56,9013.647534,174.8731525,4,1.02184,0.05608,0,0,-4.3113,0,1236888.124,0,67882.14005,0,-24676412.11,0
6,0,7000,0.56,9013.647534,174.8731525,6,1.27557,0.07094,0,0,-5.43301,0,1544016.073,0,85869.45463,0,-31096697.92,0
8,0,7000,0.56,9013.647534,174.8731525,8,1.52642,0.08819,0,0,-6.53383,0,1847657.921,0,106749.7491,0,-37397416.49,0
10,0,7000,0.56,9013.647534,174.8731525,10,1.77383,0.10766,0,0,-7.60838,0,2147135.815,0,130317.2468,0,-43547774.53,0
-6,0,7500,0.56,8396.945864,173.6980987,-6,-0.26967,0.02127,0,0,1.41741,0,-304089.1589,0,23984.78292,0,7557706.888,0
-4,0,7500,0.56,8396.945864,173.6980987,-4,-0.01033,0.02262,0,0,0.27428,0,-11648.46298,0,25507.08931,0,1462475.815,0
-2,0,7500,0.56,8396.945864,173.6980987,-2,0.2491,0.02676,0,0,-0.87576,0,280893.72,0,30175.49557,0,-4669599.752,0
0,0,7500,0.56,8396.945864,173.6980987,0,0.50801,0.03368,0,0,-2.02711,0,572849.5331,0,37978.72537,0,-10808660.31,0
2,0,7500,0.56,8396.945864,173.6980987,2,0.76579,0.04334,0,0,-3.17415,0,863531.1194,0,48871.67332,0,-16924739.71,0
4,0,7500,0.56,8396.945864,173.6980987,4,1.02184,0.05565,0,0,-4.3113,0,1152261.898,0,62752.85234,0,-22988085.1,0
6,0,7500,0.56,8396.945864,173.6980987,6,1.27557,0.0705,0,0,-5.43301,0,1438376.565,0,79498.22264,0,-28969103.57,0
8,0,7500,0.56,8396.945864,173.6980987,8,1.52642,0.08776,0,0,-6.53383,0,1721243.645,0,98961.19176,0,-34838735.44,0
10,0,7500,0.56,8396.945864,173.6980987,10,1.77383,0.10723,0,0,-7.60838,0,2000231.663,0,120916.2328,0,-40568294.23,0
-6,0,8000,0.56,7814.863914,172.5150413,-6,-0.26967,0.02087,0,0,1.41741,0,-283009.4933,0,21902.35519,0,7033801.549,0
-4,0,8000,0.56,7814.863914,172.5150413,-4,-0.01033,0.02221,0,0,0.27428,0,-10840.98367,0,23308.63962,0,1361096.005,0
-2,0,8000,0.56,7814.863914,172.5150413,-2,0.2491,0.02635,0,0,-0.87576,0,261421.9779,0,27653.42881,0,-4345899.948,0
0,0,8000,0.56,7814.863914,172.5150413,0,0.50801,0.03328,0,0,-2.02711,0,533139.2171,0,34926.22812,0,-10059396.69,0
2,0,8000,0.56,7814.863914,172.5150413,2,0.76579,0.04293,0,0,-3.17415,0,803670.5598,0,45053.57491,0,-15751505.34,0
4,0,8000,0.56,7814.863914,172.5150413,4,1.02184,0.05524,0,0,-4.3113,0,1072386.326,0,57972.50124,0,-21394535.54,0
6,0,8000,0.56,7814.863914,172.5150413,6,1.27557,0.0701,0,0,-5.43301,0,1338667.332,0,73567.56584,0,-26960945.78,0
8,0,8000,0.56,7814.863914,172.5150413,8,1.52642,0.08735,0,0,-6.53383,0,1601925.875,0,91670.85415,0,-32423690.8,0
10,0,8000,0.56,7814.863914,172.5150413,10,1.77383,0.10682,0,0,-7.60838,0,1861574.255,0,112103.957,0,-37756072.72,0
-6,0,8500,0.56,7265.894875,171.3238147,-6,-0.26967,0.02048,0,0,1.41741,0,-263128.9872,0,19983.24492,0,6539699.628,0
-4,0,8500,0.56,7265.894875,171.3238147,-4,-0.01033,0.02183,0,0,0.27428,0,-10079.43946,0,21300.49984,0,1265483.391,0
-2,0,8500,0.56,7265.894875,171.3238147,-2,0.2491,0.02597,0,0,-0.87576,0,243057.9253,0,25340.08157,0,-4040614.463,0
0,0,8500,0.56,7265.894875,171.3238147,0,0.50801,0.03289,0,0,-2.02711,0,495687.903,0,32092.23269,0,-9352756.445,0
2,0,8500,0.56,7265.894875,171.3238147,2,0.76579,0.04255,0,0,-3.17415,0,747215.2895,0,41517.92341,0,-14645012.79,0
4,0,8500,0.56,7265.894875,171.3238147,4,1.02184,0.05486,0,0,-4.3113,0,997054.6382,0,53529.33674,0,-19891638.27,0
6,0,8500,0.56,7265.894875,171.3238147,6,1.27557,0.06971,0,0,-5.43301,0,1244630.26,0,68019.1408,0,-25067026.11,0
8,0,8500,0.56,7265.894875,171.3238147,8,1.52642,0.08697,0,0,-6.53383,0,1489395.738,0,84860.48881,0,-30146030.87,0
10,0,8500,0.56,7265.894875,171.3238147,10,1.77383,0.10644,0,0,-7.60838,0,1730804.655,0,103858.2319,0,-35103830.12,0
-6,0,9000,0.56,6748.577999,170.1242472,-6,-0.26967,0.02012,0,0,1.41741,0,-244394.7407,0,18234.22028,0,6074086.37,0
-4,0,9000,0.56,6748.577999,170.1242472,-4,-0.01033,0.02147,0,0,0.27428,0,-9361.803951,0,19457.68933,0,1175383.558,0
-2,0,9000,0.56,6748.577999,170.1242472,-2,0.2491,0.02561,0,0,-0.87576,0,225752.6974,0,23209.6611,0,-3752930.965,0
0,0,9000,0.56,6748.577999,170.1242472,0,0.50801,0.03253,0,0,-2.02711,0,460395.9366,0,29481.07285,0,-8686859.287,0
2,0,9000,0.56,6748.577999,170.1242472,2,0.76579,0.04219,0,0,-3.17415,0,694015.0869,0,38235.67364,0,-13602317.79,0
4,0,9000,0.56,6748.577999,170.1242472,4,1.02184,0.0545,0,0,-4.3113,0,926066.3843,0,49391.89887,0,-18475394.25,0
6,0,9000,0.56,6748.577999,170.1242472,6,1.27557,0.06935,0,0,-5.43301,0,1156015.127,0,62850.05847,0,-23282305.04,0
8,0,9000,0.56,6748.577999,170.1242472,8,1.52642,0.0866,0,0,-6.53383,0,1383353.803,0,78483.27417,0,-27999695.04,0
10,0,9000,0.56,6748.577999,170.1242472,10,1.77383,0.10608,0,0,-7.60838,0,1607574.899,0,96137.47949,0,-32604509.11,0
-6,0,9500,0.56,6261.497803,168.9161611,-6,-0.26967,0.01978,0,0,1.41741,0,-226755.4931,0,16632.26779,0,5635687.766,0
-4,0,9500,0.56,6261.497803,168.9161611,-4,-0.01033,0.02113,0,0,0.27428,0,-8686.113561,0,17767.43268,0,1090549.975,0
-2,0,9500,0.56,6261.497803,168.9161611,-2,0.2491,0.02527,0,0,-0.87576,0,209458.9437,0,21248.605,0,-3482062.295,0
0,0,9500,0.56,6261.497803,168.9161611,0,0.50801,0.03219,0,0,-2.02711,0,427166.7522,0,27067.37614,0,-8059883.186,0
2,0,9500,0.56,6261.497803,168.9161611,2,0.76579,0.04185,0,0,-3.17415,0,643924.3857,0,35190.11157,0,-12620567.32,0
4,0,9500,0.56,6261.497803,168.9161611,4,1.02184,0.05416,0,0,-4.3113,0,859227.3263,0,45541.13364,0,-17141928.35,0
6,0,9500,0.56,6261.497803,168.9161611,6,1.27557,0.06901,0,0,-5.43301,0,1072579.465,0,58027.94742,0,-21601899.23,0
8,0,9500,0.56,6261.497803,168.9161611,8,1.52642,0.08626,0,0,-6.53383,0,1283509.919,0,72532.83212,0,-25978810.5,0
10,0,9500,0.56,6261.497803,168.9161611,10,1.77383,0.10574,0,0,-7.60838,0,1491547.804,0,88912.84104,0,-30251271.04,0
-6,0,10000,0.56,5803.283279,167.6993723,-6,-0.26967,0.01946,0,0,1.41741,0,-210161.5944,0,15165.73822,0,5223269.831,0
-4,0,10000,0.56,5803.283279,167.6993723,-4,-0.01033,0.02081,0,0,0.27428,0,-8050.466385,0,16217.83209,0,1010743.856,0
-2,0,10000,0.56,5803.283279,167.6993723,-2,0.2491,0.02495,0,0,-0.87576,0,194130.8012,0,19444.25327,0,-3227246.024,0
0,0,10000,0.56,5803.283279,167.6993723,0,0.50801,0.03187,0,0,-2.02711,0,395906.8178,0,24837.20849,0,-7470063.361,0
2,0,10000,0.56,5803.283279,167.6993723,2,0.76579,0.04153,0,0,-3.17415,0,596802.1929,0,32365.52459,0,-11696998,0
4,0,10000,0.56,5803.283279,167.6993723,4,1.02184,0.05384,0,0,-4.3113,0,796349.3292,0,41959.06197,0,-15887487.19,0
6,0,10000,0.56,5803.283279,167.6993723,6,1.27557,0.06869,0,0,-5.43301,0,994088.4227,0,53532.09448,0,-20021078.75,0
8,0,10000,0.56,5803.283279,167.6993723,8,1.52642,0.08594,0,0,-6.53383,0,1189583.049,0,66975.51608,0,-24077688.97,0
10,0,10000,0.56,5803.283279,167.6993723,10,1.77383,0.10542,0,0,-7.60838,0,1382396.785,0,82156.84088,0,-28037492.13,0
-6,0,10500,0.56,5372.607102,166.4736901,-6,-0.26967,0.01916,0,0,1.41741,0,-194564.9765,0,13823.80298,0,4835637.904,0
-4,0,10500,0.56,5372.607102,166.4736901,-4,-0.01033,0.02051,0,0,0.27428,0,-7453.021125,0,14797.81832,0,935734.0249,0
-2,0,10500,0.56,5372.607102,166.4736901,-2,0.2491,0.02465,0,0,-0.87576,0,179723.8686,0,17784.79872,0,-2987744.019,0
0,0,10500,0.56,5372.607102,166.4736901,0,0.50801,0.03157,0,0,-2.02711,0,366525.582,0,22777.52923,0,-6915691.262,0
2,0,10500,0.56,5372.607102,166.4736901,2,0.76579,0.04123,0,0,-3.17415,0,552512.0085,0,29747.15014,0,-10828934.5,0
4,0,10500,0.56,5372.607102,166.4736901,4,1.02184,0.05354,0,0,-4.3113,0,737250.2523,0,38628.72711,0,-14708437,0
6,0,10500,0.56,5372.607102,166.4736901,6,1.27557,0.06839,0,0,-5.43301,0,920314.6328,0,49342.89591,0,-18535264.38,0
